trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
195,False,"{'a': 0.5, 'e': 1.0}",20,0,-49.15683262182287,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 1.0}",20,0,-124.93571443562541,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 1.0}",30,0,-115.63461586502656,"{0: 18, 1: 0, 2: 10, 3: 2, 4: 0}",0
198,False,"{'a': 0.5, 'e': 1.0}",20,0,-110.17919704580905,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
199,False,"{'a': 0.5, 'e': 1.0}",30,0,-146.92004552483365,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
200,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.14231727555484,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 1.0}",25,0,-141.0969983241384,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
202,False,"{'a': 0.5, 'e': 1.0}",20,0,-72.00631048732899,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 1.0}",25,0,-102.00953113967604,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 1.0}",25,0,-135.31236128215366,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
205,False,"{'a': 0.5, 'e': 1.0}",25,0,-48.61239709863622,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 1.0}",25,0,-81.98845694809,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.22632959831944,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 1.0}",25,0,-113.74040901432585,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
209,False,"{'a': 0.5, 'e': 1.0}",35,0,-158.69529852515203,"{0: 26, 1: 0, 2: 5, 3: 1, 4: 3}",0
210,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.05368622580802,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
211,False,"{'a': 0.5, 'e': 1.0}",25,0,-89.94973315192271,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 1.0}",20,0,-129.92434837948514,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
213,False,"{'a': 0.5, 'e': 1.0}",25,0,-20.70383755024845,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 1.0}",20,0,-101.16739967489158,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
215,False,"{'a': 0.5, 'e': 1.0}",30,0,-128.16392686529767,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
216,False,"{'a': 0.5, 'e': 1.0}",25,0,-109.09942130994095,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 1.0}",25,0,-146.47515660726722,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
218,False,"{'a': 0.5, 'e': 1.0}",20,12,-7.255434742004282,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 1.0}",25,0,-94.2550217589767,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
220,False,"{'a': 0.5, 'e': 1.0}",20,0,-99.17925587829721,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
221,False,"{'a': 0.5, 'e': 1.0}",20,0,-84.15456522828492,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
222,False,"{'a': 0.5, 'e': 1.0}",25,0,-161.12500029844648,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
223,False,"{'a': 0.5, 'e': 1.0}",20,0,-104.30792058628559,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 1.0}",25,0,-105.827241503053,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
225,False,"{'a': 0.5, 'e': 1.0}",20,0,-132.96571041972683,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 1.0}",25,0,-128.59235575916193,"{0: 12, 1: 4, 2: 6, 3: 3, 4: 0}",0
227,False,"{'a': 0.5, 'e': 1.0}",25,0,-162.36270974172632,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
228,False,"{'a': 0.5, 'e': 1.0}",25,0,-143.08377986150867,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
229,False,"{'a': 0.5, 'e': 1.0}",20,0,-157.42341961131163,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
230,False,"{'a': 0.5, 'e': 1.0}",20,0,-153.34002603159,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
231,False,"{'a': 0.5, 'e': 1.0}",25,0,-201.77532258939127,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
232,False,"{'a': 0.5, 'e': 1.0}",25,0,-124.64899780383307,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
233,False,"{'a': 0.5, 'e': 1.0}",25,0,-71.91792446091101,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
234,False,"{'a': 0.5, 'e': 1.0}",20,0,-78.68093077638063,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 1.0}",30,10,-146.56854645069632,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",1
236,False,"{'a': 0.5, 'e': 1.0}",20,0,-82.34503623929714,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
237,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.89595416495678,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
238,False,"{'a': 0.5, 'e': 1.0}",20,0,-51.86237694774851,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 1.0}",20,0,-149.9647847566111,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
240,False,"{'a': 0.5, 'e': 1.0}",25,0,-183.85309168921438,"{0: 9, 1: 2, 2: 12, 3: 1, 4: 1}",0
241,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.3783638100607,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 1.0}",30,0,-135.77598688877399,"{0: 20, 1: 4, 2: 2, 3: 2, 4: 2}",0
243,False,"{'a': 0.5, 'e': 1.0}",25,0,-200.107197097951,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
244,False,"{'a': 0.5, 'e': 1.0}",20,0,-137.96986560255075,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 1.0}",20,0,-56.02086413403517,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
246,False,"{'a': 0.5, 'e': 1.0}",25,0,-79.03190959770565,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.53034697603626,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
248,False,"{'a': 0.5, 'e': 1.0}",25,1,-148.4846314357185,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 2}",1
249,False,"{'a': 0.5, 'e': 1.0}",35,9,-116.17853182804578,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 1}",1
250,False,"{'a': 0.5, 'e': 1.0}",25,0,-125.11296338017694,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
251,False,"{'a': 0.5, 'e': 1.0}",20,0,-108.37782604969433,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 1.0}",25,0,-211.64762045751354,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 3}",0
253,False,"{'a': 0.5, 'e': 1.0}",25,0,-121.3026448141323,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
254,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.187442219420106,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 1.0}",25,0,-46.458606855111405,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 1.0}",20,0,-81.91444310439518,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
257,False,"{'a': 0.5, 'e': 1.0}",25,0,-111.80034363716042,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
258,False,"{'a': 0.5, 'e': 1.0}",30,0,-263.83429352030873,"{0: 15, 1: 2, 2: 7, 3: 2, 4: 4}",0
259,False,"{'a': 0.5, 'e': 1.0}",30,0,-88.26497033200113,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 1}",0
260,False,"{'a': 0.5, 'e': 1.0}",25,0,-68.2092512837051,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
261,False,"{'a': 0.5, 'e': 1.0}",20,0,-124.2135644787435,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 1.0}",25,0,-114.98666719550953,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
263,False,"{'a': 0.5, 'e': 1.0}",20,0,-65.93149042550287,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 1.0}",30,0,-106.57284911201415,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
