trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
392,False,"{'a': 0.30389068685703446, 'e': 0.019453434285172513}",25,0,-3.0412562777595196,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
393,False,"{'a': 0.30385177998846413, 'e': 0.019258899942320787}",20,0,24.011218802692657,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.3038132621885795, 'e': 0.01906631094289758}",20,9,15.628690108336901,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.3037751295666937, 'e': 0.018875647833468602}",20,0,24.947469525328252,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.30373737827102676, 'e': 0.018686891355133916}",25,12,17.97259158104582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.3037000044883165, 'e': 0.018500022441582577}",20,14,10.248590822079674,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.30366300444343336, 'e': 0.01831502221716675}",25,0,32.65859289221035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.30362637439899903, 'e': 0.018131871994995084}",25,0,40.06908275375553,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
400,False,"{'a': 0.303590110655009, 'e': 0.017950553275045134}",20,13,11.24850816704367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.3035542095484589, 'e': 0.017771047742294682}",30,0,44.561978816444686,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.30351866745297434, 'e': 0.017593337264871736}",30,11,27.965471965469188,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.3034834807784446, 'e': 0.01741740389222302}",20,5,20.267046679407105,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.3034486459706601, 'e': 0.01724322985330079}",20,0,25.130120408144645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.3034141595109535, 'e': 0.017070797554767782}",25,20,10.79466073322584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.303380017915844, 'e': 0.016900089579220106}",25,13,17.780284279068127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.3033462177366856, 'e': 0.016731088683427906}",30,0,49.42735006663629,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.3033127555593187, 'e': 0.016563777796593626}",20,11,18.705030374751168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.30327962800372554, 'e': 0.016398140018627688}",20,9,20.29848007565111,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.30324683172368827, 'e': 0.01623415861844141}",20,0,26.556419152796742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.3032143634064514, 'e': 0.016071817032256998}",20,0,26.218437793142687,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.30318221977238685, 'e': 0.01591109886193443}",20,0,22.794462394644015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.303150397574663, 'e': 0.015751987873315085}",25,0,32.092297199476306,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.30311889359891636, 'e': 0.015594467994581935}",25,0,28.70674088873077,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.3030877046629272, 'e': 0.015438523314636115}",20,8,21.507367161815452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.30305682761629793, 'e': 0.015284138081489753}",20,8,21.331761953937544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.30302625934013494, 'e': 0.015131296700674856}",20,1,22.161047772200313,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.3029959967467336, 'e': 0.014979983733668108}",20,0,25.950174628673118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
419,False,"{'a': 0.30296603677926626, 'e': 0.014830183896331426}",20,6,21.730698396372702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.3029363764114736, 'e': 0.014681882057368112}",30,17,23.577825440833514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.30290701264735886, 'e': 0.01453506323679443}",30,17,22.565534545480762,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.3028779425208853, 'e': 0.014389712604426485}",25,5,28.199822100289495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.30284916309567644, 'e': 0.01424581547838222}",35,17,20.711475885083168,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.3028206714647197, 'e': 0.014103357323598397}",20,2,27.92980678403516,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.3027924647500725, 'e': 0.013962323750362413}",25,0,39.51824569197675,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.30276454010257176, 'e': 0.013822700512858789}",30,18,16.500903708441125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.302736894701546, 'e': 0.0136844735077302}",20,0,26.048871375420493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.3027095257545306, 'e': 0.013547628772652899}",30,0,43.75803973911094,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
429,False,"{'a': 0.3026824304969853, 'e': 0.01341215248492637}",30,8,36.48576148353435,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.3026556061920154, 'e': 0.013278030960077106}",30,21,-26.627751048823708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
431,False,"{'a': 0.3026290501300953, 'e': 0.013145250650476335}",25,1,36.99861405502122,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.3026027596287943, 'e': 0.01301379814397157}",20,8,21.17377978934741,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.30257673203250635, 'e': 0.012883660162531854}",20,16,8.882582774782188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.3025509647121813, 'e': 0.012754823560906535}",20,0,29.04437921604489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.30252545506505946, 'e': 0.01262727532529747}",25,7,27.64223330514483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.3025002005144089, 'e': 0.012501002572044496}",25,0,33.717878774574174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.3024751985092648, 'e': 0.01237599254632405}",25,0,38.986722029511775,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.30245044652417213, 'e': 0.01225223262086081}",20,0,26.60285575551599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.3024259420589304, 'e': 0.012129710294652202}",25,0,23.11275083228792,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
440,False,"{'a': 0.3024016826383411, 'e': 0.01200841319170568}",30,14,26.31230156945823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.30237766581195774, 'e': 0.011888329059788623}",30,1,41.33510001676645,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.30235388915383815, 'e': 0.011769445769190737}",20,0,29.222145630213042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.30233035026229976, 'e': 0.01165175131149883}",20,0,22.718906173358846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
444,False,"{'a': 0.30230704675967673, 'e': 0.011535233798383842}",25,0,31.47552692561205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.30228397629208, 'e': 0.011419881460400004}",25,7,22.167868417359923,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.3022611365291592, 'e': 0.011305682645796004}",30,0,43.87377511690244,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.3022385251638676, 'e': 0.011192625819338045}",35,22,20.51395727062038,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.3022161399122289, 'e': 0.011080699561144665}",20,0,18.56564661244034,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
449,False,"{'a': 0.30219397851310664, 'e': 0.010969892565533218}",25,0,34.884129755451426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.30217203872797554, 'e': 0.010860193639877886}",25,0,31.861950113274006,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.30215031834069583, 'e': 0.010751591703479106}",30,16,20.623400562596785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.30212881515728884, 'e': 0.010644075786444315}",25,3,31.33393691183278,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.30210752700571597, 'e': 0.010537635028579873}",20,12,9.856170547807594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.3020864517356588, 'e': 0.010432258678294073}",30,0,40.70869198436306,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.30206558721830223, 'e': 0.010327936091511133}",20,0,27.043266909222943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.3020449313461192, 'e': 0.010224656730596022}",25,13,20.712016316696285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.302024482032658, 'e': 0.01012241016329006}",25,11,25.068654877469047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.30200423721233144, 'e': 0.01002118606165716}",20,0,6.5280910773777565,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
459,False,"{'a': 0.3019841948402081, 'e': 0.009920974201040588}",20,10,-8.589418380134694,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0.301964352891806, 'e': 0.009821764459030182}",20,5,23.897689002391587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.301944709362888, 'e': 0.00972354681443988}",25,0,30.66690389346775,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.3019252622692591, 'e': 0.00962631134629548}",35,17,16.713941897629226,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
4,True,"{'a': 0.3019060096465665, 'e': 0.009530048232832525}",20,0,31.249773922542865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0.3018869495501008, 'e': 0.009434747750504199}",30,19,18.710903896901957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.3018680800545998, 'e': 0.009340400272999157}",20,0,26.722107534425998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.3018493992540538, 'e': 0.009246996270269165}",20,9,20.353115219821753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.3018309052615133, 'e': 0.009154526307566474}",25,0,32.78138164823735,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0.30181259620889817, 'e': 0.009062981044490808}",20,0,31.903531408827924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.30179447024680917, 'e': 0.0089723512340459}",25,10,14.952846875302447,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
11,True,"{'a': 0.3017765255443411, 'e': 0.00888262772170544}",20,7,23.47604975908896,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.30175876028889764, 'e': 0.008793801444488386}",30,3,36.80519474333627,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.3017411726860087, 'e': 0.008705863430043502}",20,5,-16.71990140325809,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
14,True,"{'a': 0.3017237609591486, 'e': 0.008618804795743068}",20,0,35.22262649571982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0.3017065233495571, 'e': 0.008532616747785637}",20,0,-5.8375965680133275,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
16,True,"{'a': 0.30168945811606157, 'e': 0.00844729058030778}",20,6,19.730429084318914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.3016725635349009, 'e': 0.008362817674504702}",25,19,8.864115621903304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.3016558378995519, 'e': 0.008279189497759654}",20,0,29.46400184274756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0.3016392795205564, 'e': 0.008196397602782058}",20,9,18.577905672060915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.3016228867253508, 'e': 0.008114433626754238}",20,0,27.518474546927223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
